STATISTIC,Statistic Label,TLIST(A1),Year,C04313V05092,Type of Expenditure on Education,UNIT,VALUE
CEPHA18C01,Government Expenditure on Education,1942,1942,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,230,Total Science and Art,£,43785
CEPHA18C01,Government Expenditure on Education,1942,1942,240,Total Reformatory and Industrial Schools,£,119239
CEPHA18C01,Government Expenditure on Education,1942,1942,250,Total Education Expenditure,£,5198609
CEPHA18C01,Government Expenditure on Education,1942,1942,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1942,1942,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1942,1942,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1942,1942,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,100,Administration,£,184342
CEPHA18C01,Government Expenditure on Education,1943,1943,110,Teacher Training - Primary Education,£,70842
CEPHA18C01,Government Expenditure on Education,1943,1943,120,Teacher Salary - Primary Education,£,3344976
CEPHA18C01,Government Expenditure on Education,1943,1943,130,Teacher Pension - Primary Education,£,412187
CEPHA18C01,Government Expenditure on Education,1943,1943,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,140,Miscellaneous - Primary Education,£,78687
CEPHA18C01,Government Expenditure on Education,1943,1943,150,Appropriations in Aid (deduct) - Primary Education,£,94164
CEPHA18C01,Government Expenditure on Education,1943,1943,160,Total Primary Education,£,3812528
CEPHA18C01,Government Expenditure on Education,1943,1943,170,Total Secondary Education,£,525726
CEPHA18C01,Government Expenditure on Education,1943,1943,180,State funds - Technical (Vocational),£,363141
CEPHA18C01,Government Expenditure on Education,1943,1943,190,Local rates - Technical (Vocational),£,208972
CEPHA18C01,Government Expenditure on Education,1943,1943,200,Total Technical (Vocational),£,572113
CEPHA18C01,Government Expenditure on Education,1943,1943,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,230,Total Science and Art,£,44277
CEPHA18C01,Government Expenditure on Education,1943,1943,240,Total Reformatory and Industrial Schools,£,120126
CEPHA18C01,Government Expenditure on Education,1943,1943,250,Total Education Expenditure,£,5259112
CEPHA18C01,Government Expenditure on Education,1943,1943,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1943,1943,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1943,1943,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1943,1943,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,100,Administration,£,195134
CEPHA18C01,Government Expenditure on Education,1944,1944,110,Teacher Training - Primary Education,£,69389
CEPHA18C01,Government Expenditure on Education,1944,1944,120,Teacher Salary - Primary Education,£,3445077
CEPHA18C01,Government Expenditure on Education,1944,1944,130,Teacher Pension - Primary Education,£,426962
CEPHA18C01,Government Expenditure on Education,1944,1944,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,140,Miscellaneous - Primary Education,£,88453
CEPHA18C01,Government Expenditure on Education,1944,1944,150,Appropriations in Aid (deduct) - Primary Education,£,95077
CEPHA18C01,Government Expenditure on Education,1944,1944,160,Total Primary Education,£,3934804
CEPHA18C01,Government Expenditure on Education,1944,1944,170,Total Secondary Education,£,551547
CEPHA18C01,Government Expenditure on Education,1944,1944,180,State funds - Technical (Vocational),£,368181
CEPHA18C01,Government Expenditure on Education,1944,1944,190,Local rates - Technical (Vocational),£,209193
CEPHA18C01,Government Expenditure on Education,1944,1944,200,Total Technical (Vocational),£,577374
CEPHA18C01,Government Expenditure on Education,1944,1944,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,230,Total Science and Art,£,45764
CEPHA18C01,Government Expenditure on Education,1944,1944,240,Total Reformatory and Industrial Schools,£,121964
CEPHA18C01,Government Expenditure on Education,1944,1944,250,Total Education Expenditure,£,5426587
CEPHA18C01,Government Expenditure on Education,1944,1944,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1944,1944,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1944,1944,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1944,1944,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,100,Administration,£,205237
CEPHA18C01,Government Expenditure on Education,1945,1945,110,Teacher Training - Primary Education,£,72851
CEPHA18C01,Government Expenditure on Education,1945,1945,120,Teacher Salary - Primary Education,£,3509149
CEPHA18C01,Government Expenditure on Education,1945,1945,130,Teacher Pension - Primary Education,£,431299
CEPHA18C01,Government Expenditure on Education,1945,1945,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,140,Miscellaneous - Primary Education,£,86490
CEPHA18C01,Government Expenditure on Education,1945,1945,150,Appropriations in Aid (deduct) - Primary Education,£,97096
CEPHA18C01,Government Expenditure on Education,1945,1945,160,Total Primary Education,£,4002693
CEPHA18C01,Government Expenditure on Education,1945,1945,170,Total Secondary Education,£,589135
CEPHA18C01,Government Expenditure on Education,1945,1945,180,State funds - Technical (Vocational),£,389364
CEPHA18C01,Government Expenditure on Education,1945,1945,190,Local rates - Technical (Vocational),£,222951
CEPHA18C01,Government Expenditure on Education,1945,1945,200,Total Technical (Vocational),£,612315
CEPHA18C01,Government Expenditure on Education,1945,1945,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,230,Total Science and Art,£,51073
CEPHA18C01,Government Expenditure on Education,1945,1945,240,Total Reformatory and Industrial Schools,£,126792
CEPHA18C01,Government Expenditure on Education,1945,1945,250,Total Education Expenditure,£,5587245
CEPHA18C01,Government Expenditure on Education,1945,1945,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1945,1945,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1945,1945,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1945,1945,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,100,Administration,£,219635
CEPHA18C01,Government Expenditure on Education,1946,1946,110,Teacher Training - Primary Education,£,78460
CEPHA18C01,Government Expenditure on Education,1946,1946,120,Teacher Salary - Primary Education,£,3607918
CEPHA18C01,Government Expenditure on Education,1946,1946,130,Teacher Pension - Primary Education,£,433792
CEPHA18C01,Government Expenditure on Education,1946,1946,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,140,Miscellaneous - Primary Education,£,90229
CEPHA18C01,Government Expenditure on Education,1946,1946,150,Appropriations in Aid (deduct) - Primary Education,£,97234
CEPHA18C01,Government Expenditure on Education,1946,1946,160,Total Primary Education,£,4113165
CEPHA18C01,Government Expenditure on Education,1946,1946,170,Total Secondary Education,£,629604
CEPHA18C01,Government Expenditure on Education,1946,1946,180,State funds - Technical (Vocational),£,438381
CEPHA18C01,Government Expenditure on Education,1946,1946,190,Local rates - Technical (Vocational),£,254156
CEPHA18C01,Government Expenditure on Education,1946,1946,200,Total Technical (Vocational),£,692837
CEPHA18C01,Government Expenditure on Education,1946,1946,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,230,Total Science and Art,£,66371
CEPHA18C01,Government Expenditure on Education,1946,1946,240,Total Reformatory and Industrial Schools,£,128383
CEPHA18C01,Government Expenditure on Education,1946,1946,250,Total Education Expenditure,£,5849935
CEPHA18C01,Government Expenditure on Education,1946,1946,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1946,1946,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1946,1946,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1946,1946,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,100,Administration,£,231436
CEPHA18C01,Government Expenditure on Education,1947,1947,110,Teacher Training - Primary Education,£,87865
CEPHA18C01,Government Expenditure on Education,1947,1947,120,Teacher Salary - Primary Education,£,3712452
CEPHA18C01,Government Expenditure on Education,1947,1947,130,Teacher Pension - Primary Education,£,423838
CEPHA18C01,Government Expenditure on Education,1947,1947,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,140,Miscellaneous - Primary Education,£,104558
CEPHA18C01,Government Expenditure on Education,1947,1947,150,Appropriations in Aid (deduct) - Primary Education,£,97326
CEPHA18C01,Government Expenditure on Education,1947,1947,160,Total Primary Education,£,4231387
CEPHA18C01,Government Expenditure on Education,1947,1947,170,Total Secondary Education,£,726823
CEPHA18C01,Government Expenditure on Education,1947,1947,180,State funds - Technical (Vocational),£,484545
CEPHA18C01,Government Expenditure on Education,1947,1947,190,Local rates - Technical (Vocational),£,268175
CEPHA18C01,Government Expenditure on Education,1947,1947,200,Total Technical (Vocational),£,752720
CEPHA18C01,Government Expenditure on Education,1947,1947,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,230,Total Science and Art,£,75902
CEPHA18C01,Government Expenditure on Education,1947,1947,240,Total Reformatory and Industrial Schools,£,145759
CEPHA18C01,Government Expenditure on Education,1947,1947,250,Total Education Expenditure,£,6164027
CEPHA18C01,Government Expenditure on Education,1947,1947,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1947,1947,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1947,1947,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1947,1947,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,100,Administration,£,246102
CEPHA18C01,Government Expenditure on Education,1948,1948,110,Teacher Training - Primary Education,£,101729
CEPHA18C01,Government Expenditure on Education,1948,1948,120,Teacher Salary - Primary Education,£,4569608
CEPHA18C01,Government Expenditure on Education,1948,1948,130,Teacher Pension - Primary Education,£,414007
CEPHA18C01,Government Expenditure on Education,1948,1948,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,140,Miscellaneous - Primary Education,£,136249
CEPHA18C01,Government Expenditure on Education,1948,1948,150,Appropriations in Aid (deduct) - Primary Education,£,96129
CEPHA18C01,Government Expenditure on Education,1948,1948,160,Total Primary Education,£,5125464
CEPHA18C01,Government Expenditure on Education,1948,1948,170,Total Secondary Education,£,856787
CEPHA18C01,Government Expenditure on Education,1948,1948,180,State funds - Technical (Vocational),£,591983
CEPHA18C01,Government Expenditure on Education,1948,1948,190,Local rates - Technical (Vocational),£,285101
CEPHA18C01,Government Expenditure on Education,1948,1948,200,Total Technical (Vocational),£,877084
CEPHA18C01,Government Expenditure on Education,1948,1948,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,230,Total Science and Art,£,113708
CEPHA18C01,Government Expenditure on Education,1948,1948,240,Total Reformatory and Industrial Schools,£,132577
CEPHA18C01,Government Expenditure on Education,1948,1948,250,Total Education Expenditure,£,7351722
CEPHA18C01,Government Expenditure on Education,1948,1948,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1948,1948,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1948,1948,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1948,1948,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,100,Administration,£,253654
CEPHA18C01,Government Expenditure on Education,1949,1949,110,Teacher Training - Primary Education,£,119809
CEPHA18C01,Government Expenditure on Education,1949,1949,120,Teacher Salary - Primary Education,£,4582518
CEPHA18C01,Government Expenditure on Education,1949,1949,130,Teacher Pension - Primary Education,£,430873
CEPHA18C01,Government Expenditure on Education,1949,1949,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,140,Miscellaneous - Primary Education,£,139860
CEPHA18C01,Government Expenditure on Education,1949,1949,150,Appropriations in Aid (deduct) - Primary Education,£,98682
CEPHA18C01,Government Expenditure on Education,1949,1949,160,Total Primary Education,£,5174378
CEPHA18C01,Government Expenditure on Education,1949,1949,170,Total Secondary Education,£,901409
CEPHA18C01,Government Expenditure on Education,1949,1949,180,State funds - Technical (Vocational),£,625056
CEPHA18C01,Government Expenditure on Education,1949,1949,190,Local rates - Technical (Vocational),£,316658
CEPHA18C01,Government Expenditure on Education,1949,1949,200,Total Technical (Vocational),£,941714
CEPHA18C01,Government Expenditure on Education,1949,1949,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,230,Total Science and Art,£,96041
CEPHA18C01,Government Expenditure on Education,1949,1949,240,Total Reformatory and Industrial Schools,£,168245
CEPHA18C01,Government Expenditure on Education,1949,1949,250,Total Education Expenditure,£,7535441
CEPHA18C01,Government Expenditure on Education,1949,1949,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1949,1949,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1949,1949,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1949,1949,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,100,Administration,£,268126
CEPHA18C01,Government Expenditure on Education,1950,1950,110,Teacher Training - Primary Education,£,107651
CEPHA18C01,Government Expenditure on Education,1950,1950,120,Teacher Salary - Primary Education,£,4642146
CEPHA18C01,Government Expenditure on Education,1950,1950,130,Teacher Pension - Primary Education,£,566661
CEPHA18C01,Government Expenditure on Education,1950,1950,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,140,Miscellaneous - Primary Education,£,126372
CEPHA18C01,Government Expenditure on Education,1950,1950,150,Appropriations in Aid (deduct) - Primary Education,£,99219
CEPHA18C01,Government Expenditure on Education,1950,1950,160,Total Primary Education,£,5343611
CEPHA18C01,Government Expenditure on Education,1950,1950,170,Total Secondary Education,£,929162
CEPHA18C01,Government Expenditure on Education,1950,1950,180,State funds - Technical (Vocational),£,681342
CEPHA18C01,Government Expenditure on Education,1950,1950,190,Local rates - Technical (Vocational),£,378058
CEPHA18C01,Government Expenditure on Education,1950,1950,200,Total Technical (Vocational),£,1059400
CEPHA18C01,Government Expenditure on Education,1950,1950,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,230,Total Science and Art,£,102803
CEPHA18C01,Government Expenditure on Education,1950,1950,240,Total Reformatory and Industrial Schools,£,160510
CEPHA18C01,Government Expenditure on Education,1950,1950,250,Total Education Expenditure,£,7863612
CEPHA18C01,Government Expenditure on Education,1950,1950,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1950,1950,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1950,1950,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1950,1950,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,100,Administration,£,278187
CEPHA18C01,Government Expenditure on Education,1951,1951,110,Teacher Training - Primary Education,£,146324
CEPHA18C01,Government Expenditure on Education,1951,1951,120,Teacher Salary - Primary Education,£,5456331
CEPHA18C01,Government Expenditure on Education,1951,1951,130,Teacher Pension - Primary Education,£,709093
CEPHA18C01,Government Expenditure on Education,1951,1951,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,140,Miscellaneous - Primary Education,£,141043
CEPHA18C01,Government Expenditure on Education,1951,1951,150,Appropriations in Aid (deduct) - Primary Education,£,98698
CEPHA18C01,Government Expenditure on Education,1951,1951,160,Total Primary Education,£,6354093
CEPHA18C01,Government Expenditure on Education,1951,1951,170,Total Secondary Education,£,1076538
CEPHA18C01,Government Expenditure on Education,1951,1951,180,State funds - Technical (Vocational),£,726218
CEPHA18C01,Government Expenditure on Education,1951,1951,190,Local rates - Technical (Vocational),£,407539
CEPHA18C01,Government Expenditure on Education,1951,1951,200,Total Technical (Vocational),£,1133757
CEPHA18C01,Government Expenditure on Education,1951,1951,210,Total Universities and Colleges,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,220,Total Dublin Institute for Advanced Studies,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,230,Total Science and Art,£,115517
CEPHA18C01,Government Expenditure on Education,1951,1951,240,Total Reformatory and Industrial Schools,£,152002
CEPHA18C01,Government Expenditure on Education,1951,1951,250,Total Education Expenditure,£,9110094
CEPHA18C01,Government Expenditure on Education,1951,1951,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1951,1951,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1951,1951,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1951,1951,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,100,Administration,£,320000
CEPHA18C01,Government Expenditure on Education,1952,1952,110,Teacher Training - Primary Education,£,139000
CEPHA18C01,Government Expenditure on Education,1952,1952,120,Teacher Salary - Primary Education,£,6155000
CEPHA18C01,Government Expenditure on Education,1952,1952,130,Teacher Pension - Primary Education,£,750000
CEPHA18C01,Government Expenditure on Education,1952,1952,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,140,Miscellaneous - Primary Education,£,143000
CEPHA18C01,Government Expenditure on Education,1952,1952,150,Appropriations in Aid (deduct) - Primary Education,£,104000
CEPHA18C01,Government Expenditure on Education,1952,1952,160,Total Primary Education,£,7083000
CEPHA18C01,Government Expenditure on Education,1952,1952,170,Total Secondary Education,£,1217000
CEPHA18C01,Government Expenditure on Education,1952,1952,180,State funds - Technical (Vocational),£,807000
CEPHA18C01,Government Expenditure on Education,1952,1952,190,Local rates - Technical (Vocational),£,444000
CEPHA18C01,Government Expenditure on Education,1952,1952,200,Total Technical (Vocational),£,1250000
CEPHA18C01,Government Expenditure on Education,1952,1952,210,Total Universities and Colleges,£,810000
CEPHA18C01,Government Expenditure on Education,1952,1952,220,Total Dublin Institute for Advanced Studies,£,54000
CEPHA18C01,Government Expenditure on Education,1952,1952,230,Total Science and Art,£,137000
CEPHA18C01,Government Expenditure on Education,1952,1952,240,Total Reformatory and Industrial Schools,£,185000
CEPHA18C01,Government Expenditure on Education,1952,1952,250,Total Education Expenditure,£,11056000
CEPHA18C01,Government Expenditure on Education,1952,1952,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1952,1952,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1952,1952,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1952,1952,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,100,Administration,£,327000
CEPHA18C01,Government Expenditure on Education,1953,1953,110,Teacher Training - Primary Education,£,139000
CEPHA18C01,Government Expenditure on Education,1953,1953,120,Teacher Salary - Primary Education,£,6334000
CEPHA18C01,Government Expenditure on Education,1953,1953,130,Teacher Pension - Primary Education,£,796000
CEPHA18C01,Government Expenditure on Education,1953,1953,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,140,Miscellaneous - Primary Education,£,282000
CEPHA18C01,Government Expenditure on Education,1953,1953,150,Appropriations in Aid (deduct) - Primary Education,£,100000
CEPHA18C01,Government Expenditure on Education,1953,1953,160,Total Primary Education,£,7452000
CEPHA18C01,Government Expenditure on Education,1953,1953,170,Total Secondary Education,£,1289000
CEPHA18C01,Government Expenditure on Education,1953,1953,180,State funds - Technical (Vocational),£,874000
CEPHA18C01,Government Expenditure on Education,1953,1953,190,Local rates - Technical (Vocational),£,444000
CEPHA18C01,Government Expenditure on Education,1953,1953,200,Total Technical (Vocational),£,1319000
CEPHA18C01,Government Expenditure on Education,1953,1953,210,Total Universities and Colleges,£,858000
CEPHA18C01,Government Expenditure on Education,1953,1953,220,Total Dublin Institute for Advanced Studies,£,62000
CEPHA18C01,Government Expenditure on Education,1953,1953,230,Total Science and Art,£,152000
CEPHA18C01,Government Expenditure on Education,1953,1953,240,Total Reformatory and Industrial Schools,£,230000
CEPHA18C01,Government Expenditure on Education,1953,1953,250,Total Education Expenditure,£,11689000
CEPHA18C01,Government Expenditure on Education,1953,1953,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1953,1953,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1953,1953,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1953,1953,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1954,1954,100,Administration,£,341000
CEPHA18C01,Government Expenditure on Education,1954,1954,110,Teacher Training - Primary Education,£,158000
