STATISTIC,Statistic Label,TLIST(A1),Year,C04313V05092,Type of Expenditure on Education,UNIT,VALUE
CEPHA18C01,Government Expenditure on Education,1960,1960,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1960,1960,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1960,1960,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,100,Administration,£,400000
CEPHA18C01,Government Expenditure on Education,1961,1961,110,Teacher Training - Primary Education,£,212000
CEPHA18C01,Government Expenditure on Education,1961,1961,120,Teacher Salary - Primary Education,£,9082000
CEPHA18C01,Government Expenditure on Education,1961,1961,130,Teacher Pension - Primary Education,£,1173000
CEPHA18C01,Government Expenditure on Education,1961,1961,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,140,Miscellaneous - Primary Education,£,201000
CEPHA18C01,Government Expenditure on Education,1961,1961,150,Appropriations in Aid (deduct) - Primary Education,£,148000
CEPHA18C01,Government Expenditure on Education,1961,1961,160,Total Primary Education,£,10520000
CEPHA18C01,Government Expenditure on Education,1961,1961,170,Total Secondary Education,£,2734000
CEPHA18C01,Government Expenditure on Education,1961,1961,180,State funds - Technical (Vocational),£,1528000
CEPHA18C01,Government Expenditure on Education,1961,1961,190,Local rates - Technical (Vocational),£,777000
CEPHA18C01,Government Expenditure on Education,1961,1961,200,Total Technical (Vocational),£,2305000
CEPHA18C01,Government Expenditure on Education,1961,1961,210,Total Universities and Colleges,£,1467000
CEPHA18C01,Government Expenditure on Education,1961,1961,220,Total Dublin Institute for Advanced Studies,£,82000
CEPHA18C01,Government Expenditure on Education,1961,1961,230,Total Science and Art,£,232000
CEPHA18C01,Government Expenditure on Education,1961,1961,240,Total Reformatory and Industrial Schools,£,494000
CEPHA18C01,Government Expenditure on Education,1961,1961,250,Total Education Expenditure,£,18234000
CEPHA18C01,Government Expenditure on Education,1961,1961,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1961,1961,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1961,1961,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1961,1961,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,100,Administration,£,443000
CEPHA18C01,Government Expenditure on Education,1962,1962,110,Teacher Training - Primary Education,£,198000
CEPHA18C01,Government Expenditure on Education,1962,1962,120,Teacher Salary - Primary Education,£,9621000
CEPHA18C01,Government Expenditure on Education,1962,1962,130,Teacher Pension - Primary Education,£,1232000
CEPHA18C01,Government Expenditure on Education,1962,1962,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,140,Miscellaneous - Primary Education,£,216000
CEPHA18C01,Government Expenditure on Education,1962,1962,150,Appropriations in Aid (deduct) - Primary Education,£,147000
CEPHA18C01,Government Expenditure on Education,1962,1962,160,Total Primary Education,£,11120000
CEPHA18C01,Government Expenditure on Education,1962,1962,170,Total Secondary Education,£,2983000
CEPHA18C01,Government Expenditure on Education,1962,1962,180,State funds - Technical (Vocational),£,1690000
CEPHA18C01,Government Expenditure on Education,1962,1962,190,Local rates - Technical (Vocational),£,839000
CEPHA18C01,Government Expenditure on Education,1962,1962,200,Total Technical (Vocational),£,2529000
CEPHA18C01,Government Expenditure on Education,1962,1962,210,Total Universities and Colleges,£,1584000
CEPHA18C01,Government Expenditure on Education,1962,1962,220,Total Dublin Institute for Advanced Studies,£,82000
CEPHA18C01,Government Expenditure on Education,1962,1962,230,Total Science and Art,£,242000
CEPHA18C01,Government Expenditure on Education,1962,1962,240,Total Reformatory and Industrial Schools,£,462000
CEPHA18C01,Government Expenditure on Education,1962,1962,250,Total Education Expenditure,£,19445000
CEPHA18C01,Government Expenditure on Education,1962,1962,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1962,1962,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1962,1962,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1962,1962,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,100,Administration,£,511000
CEPHA18C01,Government Expenditure on Education,1963,1963,110,Teacher Training - Primary Education,£,214000
CEPHA18C01,Government Expenditure on Education,1963,1963,120,Teacher Salary - Primary Education,£,10579000
CEPHA18C01,Government Expenditure on Education,1963,1963,130,Teacher Pension - Primary Education,£,1406000
CEPHA18C01,Government Expenditure on Education,1963,1963,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,140,Miscellaneous - Primary Education,£,285000
CEPHA18C01,Government Expenditure on Education,1963,1963,150,Appropriations in Aid (deduct) - Primary Education,£,111000
CEPHA18C01,Government Expenditure on Education,1963,1963,160,Total Primary Education,£,12343000
CEPHA18C01,Government Expenditure on Education,1963,1963,170,Total Secondary Education,£,3461000
CEPHA18C01,Government Expenditure on Education,1963,1963,180,State funds - Technical (Vocational),£,2108000
CEPHA18C01,Government Expenditure on Education,1963,1963,190,Local rates - Technical (Vocational),£,898000
CEPHA18C01,Government Expenditure on Education,1963,1963,200,Total Technical (Vocational),£,3006000
CEPHA18C01,Government Expenditure on Education,1963,1963,210,Total Universities and Colleges,£,2226000
CEPHA18C01,Government Expenditure on Education,1963,1963,220,Total Dublin Institute for Advanced Studies,£,93000
CEPHA18C01,Government Expenditure on Education,1963,1963,230,Total Science and Art,£,286000
CEPHA18C01,Government Expenditure on Education,1963,1963,240,Total Reformatory and Industrial Schools,£,439000
CEPHA18C01,Government Expenditure on Education,1963,1963,250,Total Education Expenditure,£,22365000
CEPHA18C01,Government Expenditure on Education,1963,1963,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1963,1963,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1963,1963,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1963,1963,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,100,Administration,£,539000
CEPHA18C01,Government Expenditure on Education,1964,1964,110,Teacher Training - Primary Education,£,209000
CEPHA18C01,Government Expenditure on Education,1964,1964,120,Teacher Salary - Primary Education,£,11739000
CEPHA18C01,Government Expenditure on Education,1964,1964,130,Teacher Pension - Primary Education,£,1557000
CEPHA18C01,Government Expenditure on Education,1964,1964,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,140,Miscellaneous - Primary Education,£,330000
CEPHA18C01,Government Expenditure on Education,1964,1964,150,Appropriations in Aid (deduct) - Primary Education,£,135000
CEPHA18C01,Government Expenditure on Education,1964,1964,160,Total Primary Education,£,13700000
CEPHA18C01,Government Expenditure on Education,1964,1964,170,Total Secondary Education,£,3691000
CEPHA18C01,Government Expenditure on Education,1964,1964,180,State funds - Technical (Vocational),£,2177000
CEPHA18C01,Government Expenditure on Education,1964,1964,190,Local rates - Technical (Vocational),£,1024000
CEPHA18C01,Government Expenditure on Education,1964,1964,200,Total Technical (Vocational),£,3201000
CEPHA18C01,Government Expenditure on Education,1964,1964,210,Total Universities and Colleges,£,2904000
CEPHA18C01,Government Expenditure on Education,1964,1964,220,Total Dublin Institute for Advanced Studies,£,96000
CEPHA18C01,Government Expenditure on Education,1964,1964,230,Total Science and Art,£,344000
CEPHA18C01,Government Expenditure on Education,1964,1964,240,Total Reformatory and Industrial Schools,£,410000
CEPHA18C01,Government Expenditure on Education,1964,1964,250,Total Education Expenditure,£,24885000
CEPHA18C01,Government Expenditure on Education,1964,1964,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1964,1964,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1964,1964,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1964,1964,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,100,Administration,£,703000
CEPHA18C01,Government Expenditure on Education,1965,1965,110,Teacher Training - Primary Education,£,226000
CEPHA18C01,Government Expenditure on Education,1965,1965,120,Teacher Salary - Primary Education,£,14307000
CEPHA18C01,Government Expenditure on Education,1965,1965,130,Teacher Pension - Primary Education,£,1698000
CEPHA18C01,Government Expenditure on Education,1965,1965,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,140,Miscellaneous - Primary Education,£,441000
CEPHA18C01,Government Expenditure on Education,1965,1965,150,Appropriations in Aid (deduct) - Primary Education,£,131000
CEPHA18C01,Government Expenditure on Education,1965,1965,160,Total Primary Education,£,16541000
CEPHA18C01,Government Expenditure on Education,1965,1965,170,Total Secondary Education,£,5242000
CEPHA18C01,Government Expenditure on Education,1965,1965,180,State funds - Technical (Vocational),£,2467000
CEPHA18C01,Government Expenditure on Education,1965,1965,190,Local rates - Technical (Vocational),£,1139000
CEPHA18C01,Government Expenditure on Education,1965,1965,200,Total Technical (Vocational),£,3606000
CEPHA18C01,Government Expenditure on Education,1965,1965,210,Total Universities and Colleges,£,3836000
CEPHA18C01,Government Expenditure on Education,1965,1965,220,Total Dublin Institute for Advanced Studies,£,105000
CEPHA18C01,Government Expenditure on Education,1965,1965,230,Total Science and Art,£,444000
CEPHA18C01,Government Expenditure on Education,1965,1965,240,Total Reformatory and Industrial Schools,£,477000
CEPHA18C01,Government Expenditure on Education,1965,1965,250,Total Education Expenditure,£,30954000
CEPHA18C01,Government Expenditure on Education,1965,1965,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1965,1965,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1965,1965,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1965,1965,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,100,Administration,£,777000
CEPHA18C01,Government Expenditure on Education,1966,1966,110,Teacher Training - Primary Education,£,279000
CEPHA18C01,Government Expenditure on Education,1966,1966,120,Teacher Salary - Primary Education,£,15881000
CEPHA18C01,Government Expenditure on Education,1966,1966,130,Teacher Pension - Primary Education,£,1883000
CEPHA18C01,Government Expenditure on Education,1966,1966,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,140,Miscellaneous - Primary Education,£,429000
CEPHA18C01,Government Expenditure on Education,1966,1966,150,Appropriations in Aid (deduct) - Primary Education,£,131000
CEPHA18C01,Government Expenditure on Education,1966,1966,160,Total Primary Education,£,18341000
CEPHA18C01,Government Expenditure on Education,1966,1966,170,Total Secondary Education,£,5687000
CEPHA18C01,Government Expenditure on Education,1966,1966,180,State funds - Technical (Vocational),£,3889000
CEPHA18C01,Government Expenditure on Education,1966,1966,190,Local rates - Technical (Vocational),£,1316000
CEPHA18C01,Government Expenditure on Education,1966,1966,200,Total Technical (Vocational),£,5205000
CEPHA18C01,Government Expenditure on Education,1966,1966,210,Total Universities and Colleges,£,2902000
CEPHA18C01,Government Expenditure on Education,1966,1966,220,Total Dublin Institute for Advanced Studies,£,133000
CEPHA18C01,Government Expenditure on Education,1966,1966,230,Total Science and Art,£,433000
CEPHA18C01,Government Expenditure on Education,1966,1966,240,Total Reformatory and Industrial Schools,£,472000
CEPHA18C01,Government Expenditure on Education,1966,1966,250,Total Education Expenditure,£,33950000
CEPHA18C01,Government Expenditure on Education,1966,1966,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1966,1966,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1966,1966,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1966,1966,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,100,Administration,£,768000
CEPHA18C01,Government Expenditure on Education,1967,1967,110,Teacher Training - Primary Education,£,302000
CEPHA18C01,Government Expenditure on Education,1967,1967,120,Teacher Salary - Primary Education,£,16363000
CEPHA18C01,Government Expenditure on Education,1967,1967,130,Teacher Pension - Primary Education,£,2067000
CEPHA18C01,Government Expenditure on Education,1967,1967,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,140,Miscellaneous - Primary Education,£,479000
CEPHA18C01,Government Expenditure on Education,1967,1967,150,Appropriations in Aid (deduct) - Primary Education,£,131000
CEPHA18C01,Government Expenditure on Education,1967,1967,160,Total Primary Education,£,19080000
CEPHA18C01,Government Expenditure on Education,1967,1967,170,Total Secondary Education,£,6303000
CEPHA18C01,Government Expenditure on Education,1967,1967,180,State funds - Technical (Vocational),£,3635000
CEPHA18C01,Government Expenditure on Education,1967,1967,190,Local rates - Technical (Vocational),£,1450000
CEPHA18C01,Government Expenditure on Education,1967,1967,200,Total Technical (Vocational),£,5085000
CEPHA18C01,Government Expenditure on Education,1967,1967,210,Total Universities and Colleges,£,3526000
CEPHA18C01,Government Expenditure on Education,1967,1967,220,Total Dublin Institute for Advanced Studies,£,137000
CEPHA18C01,Government Expenditure on Education,1967,1967,230,Total Science and Art,£,510000
CEPHA18C01,Government Expenditure on Education,1967,1967,240,Total Reformatory and Industrial Schools,£,463000
CEPHA18C01,Government Expenditure on Education,1967,1967,250,Total Education Expenditure,£,35872000
CEPHA18C01,Government Expenditure on Education,1967,1967,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1967,1967,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1967,1967,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1967,1967,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,100,Administration,£,866000
CEPHA18C01,Government Expenditure on Education,1968,1968,110,Teacher Training - Primary Education,£,339000
CEPHA18C01,Government Expenditure on Education,1968,1968,120,Teacher Salary - Primary Education,£,16956000
CEPHA18C01,Government Expenditure on Education,1968,1968,130,Teacher Pension - Primary Education,£,2205000
CEPHA18C01,Government Expenditure on Education,1968,1968,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,140,Miscellaneous - Primary Education,£,675000
CEPHA18C01,Government Expenditure on Education,1968,1968,150,Appropriations in Aid (deduct) - Primary Education,£,137000
CEPHA18C01,Government Expenditure on Education,1968,1968,160,Total Primary Education,£,20038000
CEPHA18C01,Government Expenditure on Education,1968,1968,170,Total Secondary Education,£,8696000
CEPHA18C01,Government Expenditure on Education,1968,1968,180,State funds - Technical (Vocational),£,4525000
CEPHA18C01,Government Expenditure on Education,1968,1968,190,Local rates - Technical (Vocational),£,1532000
CEPHA18C01,Government Expenditure on Education,1968,1968,200,Total Technical (Vocational),£,6057000
CEPHA18C01,Government Expenditure on Education,1968,1968,210,Total Universities and Colleges,£,3861000
CEPHA18C01,Government Expenditure on Education,1968,1968,220,Total Dublin Institute for Advanced Studies,£,149000
CEPHA18C01,Government Expenditure on Education,1968,1968,230,Total Science and Art,£,701000
CEPHA18C01,Government Expenditure on Education,1968,1968,240,Total Reformatory and Industrial Schools,£,416000
CEPHA18C01,Government Expenditure on Education,1968,1968,250,Total Education Expenditure,£,40784000
CEPHA18C01,Government Expenditure on Education,1968,1968,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1968,1968,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1968,1968,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1968,1968,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,100,Administration,£,1042000
CEPHA18C01,Government Expenditure on Education,1969,1969,110,Teacher Training - Primary Education,£,396000
CEPHA18C01,Government Expenditure on Education,1969,1969,120,Teacher Salary - Primary Education,£,18478000
CEPHA18C01,Government Expenditure on Education,1969,1969,130,Teacher Pension - Primary Education,£,2318000
CEPHA18C01,Government Expenditure on Education,1969,1969,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,140,Miscellaneous - Primary Education,£,1195000
CEPHA18C01,Government Expenditure on Education,1969,1969,150,Appropriations in Aid (deduct) - Primary Education,£,133000
CEPHA18C01,Government Expenditure on Education,1969,1969,160,Total Primary Education,£,22254000
CEPHA18C01,Government Expenditure on Education,1969,1969,170,Total Secondary Education,£,12173000
CEPHA18C01,Government Expenditure on Education,1969,1969,180,State funds - Technical (Vocational),£,5749000
CEPHA18C01,Government Expenditure on Education,1969,1969,190,Local rates - Technical (Vocational),£,1587000
CEPHA18C01,Government Expenditure on Education,1969,1969,200,Total Technical (Vocational),£,7336000
CEPHA18C01,Government Expenditure on Education,1969,1969,210,Total Universities and Colleges,£,5395000
CEPHA18C01,Government Expenditure on Education,1969,1969,220,Total Dublin Institute for Advanced Studies,£,184000
CEPHA18C01,Government Expenditure on Education,1969,1969,230,Total Science and Art,£,699000
CEPHA18C01,Government Expenditure on Education,1969,1969,240,Total Reformatory and Industrial Schools,£,413000
CEPHA18C01,Government Expenditure on Education,1969,1969,250,Total Education Expenditure,£,49496000
CEPHA18C01,Government Expenditure on Education,1969,1969,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1969,1969,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1969,1969,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1969,1969,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,100,Administration,£,3610000
CEPHA18C01,Government Expenditure on Education,1970,1970,110,Teacher Training - Primary Education,£,466000
CEPHA18C01,Government Expenditure on Education,1970,1970,120,Teacher Salary - Primary Education,£,20383000
CEPHA18C01,Government Expenditure on Education,1970,1970,130,Teacher Pension - Primary Education,£,2649000
CEPHA18C01,Government Expenditure on Education,1970,1970,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,140,Miscellaneous - Primary Education,£,682000
CEPHA18C01,Government Expenditure on Education,1970,1970,150,Appropriations in Aid (deduct) - Primary Education,£,220000
CEPHA18C01,Government Expenditure on Education,1970,1970,160,Total Primary Education,£,23960000
CEPHA18C01,Government Expenditure on Education,1970,1970,170,Total Secondary Education,£,13808000
CEPHA18C01,Government Expenditure on Education,1970,1970,180,State funds - Technical (Vocational),£,7766000
CEPHA18C01,Government Expenditure on Education,1970,1970,190,Local rates - Technical (Vocational),£,1624000
CEPHA18C01,Government Expenditure on Education,1970,1970,200,Total Technical (Vocational),£,9390000
CEPHA18C01,Government Expenditure on Education,1970,1970,210,Total Universities and Colleges,£,6610000
CEPHA18C01,Government Expenditure on Education,1970,1970,220,Total Dublin Institute for Advanced Studies,£,207000
CEPHA18C01,Government Expenditure on Education,1970,1970,230,Total Science and Art,£,1032000
CEPHA18C01,Government Expenditure on Education,1970,1970,240,Total Reformatory and Industrial Schools,£,517000
CEPHA18C01,Government Expenditure on Education,1970,1970,250,Total Education Expenditure,£,59134000
CEPHA18C01,Government Expenditure on Education,1970,1970,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1970,1970,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1970,1970,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1970,1970,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,100,Administration,£,4356000
CEPHA18C01,Government Expenditure on Education,1971,1971,110,Teacher Training - Primary Education,£,578000
CEPHA18C01,Government Expenditure on Education,1971,1971,120,Teacher Salary - Primary Education,£,23467000
CEPHA18C01,Government Expenditure on Education,1971,1971,130,Teacher Pension - Primary Education,£,3444000
CEPHA18C01,Government Expenditure on Education,1971,1971,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,140,Miscellaneous - Primary Education,£,738000
CEPHA18C01,Government Expenditure on Education,1971,1971,150,Appropriations in Aid (deduct) - Primary Education,£,237000
CEPHA18C01,Government Expenditure on Education,1971,1971,160,Total Primary Education,£,27990000
CEPHA18C01,Government Expenditure on Education,1971,1971,170,Total Secondary Education,£,16678000
CEPHA18C01,Government Expenditure on Education,1971,1971,180,State funds - Technical (Vocational),£,9522000
CEPHA18C01,Government Expenditure on Education,1971,1971,190,Local rates - Technical (Vocational),£,1656000
CEPHA18C01,Government Expenditure on Education,1971,1971,200,Total Technical (Vocational),£,11178000
CEPHA18C01,Government Expenditure on Education,1971,1971,210,Total Universities and Colleges,£,7727000
CEPHA18C01,Government Expenditure on Education,1971,1971,220,Total Dublin Institute for Advanced Studies,£,229000
CEPHA18C01,Government Expenditure on Education,1971,1971,230,Total Science and Art,£,1401000
CEPHA18C01,Government Expenditure on Education,1971,1971,240,Total Reformatory and Industrial Schools,£,616000
CEPHA18C01,Government Expenditure on Education,1971,1971,250,Total Education Expenditure,£,70175000
CEPHA18C01,Government Expenditure on Education,1971,1971,260,First Level Education,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,270,Second Level Education (Post Primary),£,
CEPHA18C01,Government Expenditure on Education,1971,1971,280,Third Level Education (Higher Education),£,
CEPHA18C01,Government Expenditure on Education,1971,1971,290,Office of the Minister for Education,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,300,Department of Education Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,310,Residential Homes and Special Schools,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,320,Other Government Departments,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,330,Total Gross Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,340,Total Appropropriations in Aid,£,
CEPHA18C01,Government Expenditure on Education,1971,1971,350,Total Net Expenditure,£,
CEPHA18C01,Government Expenditure on Education,1972,1972,100,Administration,£,5532000
CEPHA18C01,Government Expenditure on Education,1972,1972,110,Teacher Training - Primary Education,£,626000
CEPHA18C01,Government Expenditure on Education,1972,1972,120,Teacher Salary - Primary Education,£,26532000
CEPHA18C01,Government Expenditure on Education,1972,1972,130,Teacher Pension - Primary Education,£,3824000
CEPHA18C01,Government Expenditure on Education,1972,1972,135,Teacher Pension (Grants in Aid) - Primary Education,£,
CEPHA18C01,Government Expenditure on Education,1972,1972,140,Miscellaneous - Primary Education,£,1064000
